Run_ID,Time,Instancia,Dataset,Accuracy,Kappa,GMean,Latencia_ms,Drifts,RAM_MB,VRAM_MB
560a30b6,01:22:11,2000,electricity,0.9185,0.8301828607624476,0.9163918275155156,15.018877487869759,1,919.27734375,24.03564453125
560a30b6,01:22:43,4000,electricity,0.919,0.8312158915447497,0.915932482025809,16.00632027998654,30,928.55859375,30.09521484375
560a30b6,01:23:15,6000,electricity,0.9186666666666666,0.8297036005125642,0.9146067400379408,16.301758592409897,48,928.73828125,30.66259765625
560a30b6,01:23:49,8000,electricity,0.91525,0.8252861904968057,0.9123966928818724,16.703726236435614,61,928.9296875,30.78173828125
560a30b6,01:24:21,10000,electricity,0.9205,0.8380708572598069,0.918832940320405,16.003854011367366,80,929.30859375,31.18212890625
560a30b6,01:24:53,12000,electricity,0.9175,0.8323956944654772,0.9159269364799907,16.19612103857071,101,929.71484375,30.98828125
560a30b6,01:25:26,14000,electricity,0.9133571428571429,0.8246997857377596,0.9121260385330598,16.63336368905584,113,929.8203125,31.58251953125
560a30b6,01:26:01,16000,electricity,0.90875,0.8151035074468882,0.9072313446406757,17.122918859429774,140,929.9296875,31.58251953125
560a30b6,01:26:36,18000,electricity,0.9031111111111111,0.8030306500296,0.9010560971494928,17.493849100628722,155,930.015625,31.58251953125
560a30b6,01:27:08,20000,electricity,0.90535,0.8075113602361746,0.9032787018657376,16.25750237268585,170,930.24609375,31.58251953125
560a30b6,01:27:43,22000,electricity,0.9018636363636363,0.7996296223300597,0.899257245303142,17.58831015391479,195,930.32421875,31.58251953125
560a30b6,01:28:19,24000,electricity,0.899125,0.7938455268609229,0.8963373490269858,17.613299808494048,209,930.3984375,31.58251953125
560a30b6,01:28:52,26000,electricity,0.8986538461538461,0.792710243461592,0.895779881148324,16.79053531795944,215,930.484375,31.58251953125
560a30b6,01:29:25,28000,electricity,0.8987142857142857,0.7926408301653401,0.8956497308817057,16.440695621993655,247,930.57421875,31.58251953125
560a30b6,01:29:59,30000,electricity,0.8978666666666667,0.7905874823503545,0.8946207496303529,17.12590421992354,260,930.6484375,31.58251953125
560a30b6,01:30:34,32000,electricity,0.8949375,0.7843663321940959,0.8914821573127713,17.48120711639058,273,930.7265625,31.58251953125
560a30b6,01:31:04,34000,electricity,0.8931176470588236,0.7806220430046492,0.889618435332883,14.893257534436998,283,930.8046875,31.58251953125
560a30b6,01:31:32,36000,electricity,0.8925277777777778,0.7789442791159067,0.8887669692700587,13.784393656631437,295,930.88671875,31.4931640625
560a30b6,01:31:59,38000,electricity,0.8919473684210526,0.7772080378647296,0.8879794416036497,13.767883605411043,315,930.95703125,31.58251953125
560a30b6,01:32:27,40000,electricity,0.89155,0.7771660660389783,0.8880711035476572,13.61053739248382,329,931.0390625,31.4931640625
560a30b6,01:32:53,42000,electricity,0.8920476190476191,0.7788877544077071,0.8890171357028861,13.418375322060456,341,931.109375,31.58251953125
560a30b6,01:33:21,44000,electricity,0.8915227272727273,0.7777616298492981,0.888452160439245,13.506042822853487,364,931.1875,31.58251953125
560a30b6,01:33:38,45312,electricity,0.891794668079096,0.7784236979811351,0.8888036372957507,13.604249794352654,370,931.23828125,31.58251953125
