Run_ID,Time,Instancia,Dataset,Accuracy,Kappa,KappaM,GMean,Latencia_ms,Drifts,RAM_MB,VRAM_MB
soft_reset_abc_rl1_adwin,03:52:40,2000,rbf_f,0.567,0.43185993051108984,0.36788321167883203,0.5190263745934799,18.666490462608635,1,834.7109375,26.61474609375
soft_reset_abc_rl1_adwin,03:53:18,4000,rbf_f,0.627,0.5121091835554308,0.4615662215806568,0.5936456064393083,18.908661622088403,10,835.484375,26.61474609375
soft_reset_abc_rl1_adwin,03:53:55,6000,rbf_f,0.659,0.555778639241703,0.5112279025322504,0.6314623899677808,18.66368179768324,10,835.7421875,26.61474609375
soft_reset_abc_rl1_adwin,03:54:33,8000,rbf_f,0.677125,0.5787774615120748,0.5374283667621776,0.6460562870665926,19.10138978715986,17,836.0,26.61474609375
soft_reset_abc_rl1_adwin,03:55:11,10000,rbf_f,0.6931,0.5995733636201481,0.56,0.6625043573216917,18.653903625439852,17,836.2578125,26.61474609375
soft_reset_abc_rl1_adwin,03:55:48,12000,rbf_f,0.699,0.6070187980360223,0.5686134002149766,0.6692847121567564,18.776957385707647,19,836.2578125,26.61474609375
soft_reset_abc_rl1_adwin,03:56:26,14000,rbf_f,0.7000714285714286,0.6084568628641509,0.570873786407767,0.6711378939971259,19.109931653831154,30,836.515625,26.61474609375
soft_reset_abc_rl1_adwin,03:57:04,16000,rbf_f,0.7040625,0.6136741621307249,0.5767786914551306,0.6747807618863138,18.73099118191749,30,836.515625,26.61474609375
soft_reset_abc_rl1_adwin,03:57:41,18000,rbf_f,0.7082222222222222,0.6190151529613901,0.5824455398314518,0.6786426940879347,18.69962607929483,30,836.7734375,26.61474609375
soft_reset_abc_rl1_adwin,03:58:19,20000,rbf_f,0.71045,0.6220204070536057,0.5851124802980371,0.6824401042162243,18.9071340020746,30,836.7734375,26.61474609375
soft_reset_abc_rl1_adwin,03:58:57,22000,rbf_f,0.7106363636363636,0.6221257039916149,0.5852498534106456,0.6813512401143514,19.041582088451833,46,837.03125,26.61474609375
soft_reset_abc_rl1_adwin,03:59:35,24000,rbf_f,0.7135833333333333,0.6262499840311898,0.5901746855064688,0.6849354531676753,18.940414619166404,46,837.03125,26.61474609375
soft_reset_abc_rl1_adwin,04:00:14,26000,rbf_f,0.7129615384615384,0.6254845967845104,0.5898323715306402,0.6837019841262151,19.24091935157776,51,837.2890625,26.61474609375
soft_reset_abc_rl1_adwin,04:00:51,28000,rbf_f,0.7156071428571429,0.6289651845587186,0.5947788916594576,0.6858096462829694,18.64328389847651,55,837.2890625,26.61474609375
soft_reset_abc_rl1_adwin,04:01:29,30000,rbf_f,0.7156333333333333,0.6290577251952896,0.5949769738403837,0.6850006460190459,18.964426203630865,59,837.546875,26.61474609375
soft_reset_abc_rl1_adwin,04:02:08,32000,rbf_f,0.71565625,0.6289989675723515,0.5948076237976487,0.6846284838724972,19.25066925911233,62,837.546875,26.61474609375
soft_reset_abc_rl1_adwin,04:02:46,34000,rbf_f,0.7146176470588236,0.6274282476498223,0.593029108296284,0.6825836555573085,19.130404878407717,70,837.546875,26.61474609375
soft_reset_abc_rl1_adwin,04:03:24,36000,rbf_f,0.7140277777777778,0.6266612087870345,0.5924063662997863,0.6808350771350141,19.330624071415514,76,837.8046875,26.61474609375
soft_reset_abc_rl1_adwin,04:04:03,38000,rbf_f,0.7140526315789474,0.626631454876108,0.5924078172474587,0.6804162664575544,19.061100413557142,77,837.8046875,26.61474609375
soft_reset_abc_rl1_adwin,04:04:41,40000,rbf_f,0.7137,0.6260231387439068,0.591466894977169,0.6797169627253106,19.21333115082234,78,837.8046875,26.61474609375
soft_reset_abc_rl1_adwin,04:05:19,42000,rbf_f,0.7137619047619047,0.6261700360575734,0.5916856298610875,0.6797102332062782,19.091023958753794,79,838.0625,26.61474609375
soft_reset_abc_rl1_adwin,04:05:58,44000,rbf_f,0.7124090909090909,0.6242284534478802,0.5893158509671557,0.6771704881413959,19.597787308041006,83,838.0625,26.61474609375
soft_reset_abc_rl1_adwin,04:06:30,46000,rbf_f,0.711195652173913,0.6224189006064592,0.5875888616397106,0.67451376693428,15.829242556355894,88,838.0625,26.61474609375
soft_reset_abc_rl1_adwin,04:06:55,48000,rbf_f,0.7113125,0.6224528140660145,0.5877365226704748,0.6743643062354047,12.646091700065881,90,838.3203125,26.61474609375
soft_reset_abc_rl1_adwin,04:07:21,50000,rbf_f,0.71214,0.6235332346869217,0.589018017760772,0.6757644807406061,12.57591464323923,90,838.3203125,26.61474609375
