Run_ID,Time,Instancia,Dataset,Accuracy,Kappa,KappaM,GMean,Latencia_ms,Drifts,RAM_MB,VRAM_MB
soft_reset_abc_rl1_adwin,23:52:34,2000,rialto,0.6095,0.5661111111111111,0.5661111111111111,0.5747674344861484,22.958380605094135,2,856.296875,34.3603515625
soft_reset_abc_rl1_adwin,23:53:23,4000,rialto,0.67225,0.6358333333333334,0.6358333333333334,0.6596529479967713,24.46318962611258,62,856.5546875,34.3603515625
soft_reset_abc_rl1_adwin,23:54:19,6000,rialto,0.5715,0.523888888888889,0.523888888888889,0.5476887303875759,27.873923438135535,77,857.0703125,34.3603515625
soft_reset_abc_rl1_adwin,23:55:12,8000,rialto,0.6035,0.5594444444444445,0.5594444444444445,0.5855936120380768,26.285119622480124,109,857.5859375,34.3603515625
soft_reset_abc_rl1_adwin,23:56:27,10000,rialto,0.5597,0.5107777777777777,0.5107777777777778,0.5378917777305307,37.58062105067074,132,857.84375,34.3603515625
soft_reset_abc_rl1_adwin,23:57:37,12000,rialto,0.5829166666666666,0.5365740740740741,0.5365740740740741,0.566131027254891,35.02789832977578,177,857.84375,34.3603515625
soft_reset_abc_rl1_adwin,23:58:52,14000,rialto,0.5693571428571429,0.5215079365079366,0.5215079365079366,0.5502309616344226,37.45661146566272,182,858.15625,34.3603515625
soft_reset_abc_rl1_adwin,00:00:00,16000,rialto,0.59175,0.5463888888888888,0.5463888888888889,0.5761208831385295,34.024424662813544,227,858.4140625,34.3603515625
soft_reset_abc_rl1_adwin,00:01:19,18000,rialto,0.5896666666666667,0.544074074074074,0.544074074074074,0.5738806072460785,39.69301601825282,227,858.671875,34.3603515625
soft_reset_abc_rl1_adwin,00:02:47,20000,rialto,0.58295,0.536611111111111,0.536611111111111,0.5678479158754055,43.881001215428114,264,858.9296875,34.3603515625
soft_reset_abc_rl1_adwin,00:03:55,22000,rialto,0.5996363636363636,0.5551515151515152,0.5551515151515152,0.584720316897722,33.74488388793543,267,859.1875,34.3603515625
soft_reset_abc_rl1_adwin,00:05:07,24000,rialto,0.5969166666666667,0.5521296296296296,0.5521296296296296,0.5827881231102298,36.09907291922718,303,859.1875,34.3603515625
soft_reset_abc_rl1_adwin,00:06:15,26000,rialto,0.6074615384615385,0.5638461538461539,0.5638461538461539,0.5931374519789122,33.855437704361975,310,859.1875,34.3603515625
soft_reset_abc_rl1_adwin,00:07:29,28000,rialto,0.5962857142857143,0.5514285714285715,0.5514285714285715,0.5819838645355611,37.23680206760764,336,859.1875,34.3603515625
soft_reset_abc_rl1_adwin,00:08:40,30000,rialto,0.5983333333333334,0.5537037037037038,0.5537037037037038,0.5842289146109532,35.54350072238594,362,859.4453125,34.3603515625
soft_reset_abc_rl1_adwin,00:09:52,32000,rialto,0.59946875,0.5549652777777778,0.5549652777777778,0.5858821084572253,35.82383433543146,394,859.703125,34.3603515625
soft_reset_abc_rl1_adwin,00:10:58,34000,rialto,0.6106470588235294,0.5673856209150328,0.5673856209150328,0.5978141896656021,33.12452621059492,439,859.703125,34.3603515625
soft_reset_abc_rl1_adwin,00:12:14,36000,rialto,0.6009444444444444,0.5566049382716048,0.5566049382716048,0.587711673836055,37.86999088106677,468,859.9609375,34.3603515625
soft_reset_abc_rl1_adwin,00:13:19,38000,rialto,0.6156842105263158,0.5729824561403509,0.5729824561403509,0.6033402303185146,32.65413822373375,469,859.9609375,34.3603515625
soft_reset_abc_rl1_adwin,00:14:38,40000,rialto,0.6017,0.5574444444444445,0.5574444444444445,0.588891766650698,39.348263441585004,499,859.9609375,34.3603515625
soft_reset_abc_rl1_adwin,00:15:43,42000,rialto,0.616,0.5733333333333334,0.5733333333333334,0.6040941301137934,32.64459979487583,501,860.21875,34.3603515625
soft_reset_abc_rl1_adwin,00:16:59,44000,rialto,0.6086363636363636,0.5651515151515152,0.5651515151515152,0.5963770308404649,37.65294886659831,539,860.4765625,34.3603515625
soft_reset_abc_rl1_adwin,00:18:09,46000,rialto,0.6130217391304348,0.570024154589372,0.570024154589372,0.6007003978770723,35.178942622151226,541,860.734375,34.3603515625
soft_reset_abc_rl1_adwin,00:19:15,48000,rialto,0.6145416666666667,0.5717129629629629,0.5717129629629629,0.6026706451398274,32.75071128224954,578,860.734375,34.3603515625
soft_reset_abc_rl1_adwin,00:20:13,50000,rialto,0.6113,0.5681111111111111,0.5681111111111111,0.5987939120949431,29.22339161671698,578,860.734375,34.3603515625
soft_reset_abc_rl1_adwin,00:21:05,52000,rialto,0.6211538461538462,0.5790598290598291,0.5790598290598291,0.6094066328164187,25.920372809749097,605,860.734375,34.3603515625
soft_reset_abc_rl1_adwin,00:22:01,54000,rialto,0.6176111111111111,0.5751234567901234,0.5751234567901234,0.6057989647345527,28.14513652957976,626,860.9921875,34.3603515625
soft_reset_abc_rl1_adwin,00:22:55,56000,rialto,0.62025,0.5780555555555555,0.5780555555555555,0.6088818712133793,26.98589043179527,657,860.9921875,34.3603515625
soft_reset_abc_rl1_adwin,00:23:52,58000,rialto,0.617,0.5744444444444444,0.5744444444444444,0.605254039039749,28.187837063334882,666,860.9921875,34.3603515625
soft_reset_abc_rl1_adwin,00:24:46,60000,rialto,0.6190666666666667,0.5767407407407408,0.5767407407407408,0.6076639350011901,27.284966208972037,703,861.25,34.3603515625
soft_reset_abc_rl1_adwin,00:25:44,62000,rialto,0.6142741935483871,0.571415770609319,0.571415770609319,0.6024349935789165,28.746388976462185,704,861.25,34.3603515625
soft_reset_abc_rl1_adwin,00:26:37,64000,rialto,0.619234375,0.5769270833333333,0.5769270833333333,0.6076499874100839,26.373383871279657,736,861.25,34.3603515625
soft_reset_abc_rl1_adwin,00:27:36,66000,rialto,0.6106060606060606,0.5673400673400674,0.5673400673400674,0.5985899377945685,29.820657521951944,781,861.5078125,34.3603515625
soft_reset_abc_rl1_adwin,00:28:27,68000,rialto,0.6181911764705882,0.5757679738562091,0.5757679738562091,0.6065936719626153,25.32871658820659,796,861.5078125,34.3603515625
soft_reset_abc_rl1_adwin,00:29:27,70000,rialto,0.6105,0.5672222222222223,0.5672222222222223,0.5984855178683212,30.076377703808248,821,861.765625,34.3603515625
soft_reset_abc_rl1_adwin,00:30:18,72000,rialto,0.619125,0.5768055555555556,0.5768055555555556,0.6076848741813592,25.347332395147532,834,862.28125,34.3603515625
soft_reset_abc_rl1_adwin,00:31:15,74000,rialto,0.6171351351351352,0.5745945945945946,0.5745945945945946,0.6053298757893565,28.704495226033032,886,862.28125,34.3603515625
soft_reset_abc_rl1_adwin,00:32:10,76000,rialto,0.6193552631578947,0.5770614035087719,0.5770614035087719,0.6075227221847807,27.239702931139618,891,862.5390625,34.3603515625
soft_reset_abc_rl1_adwin,00:33:04,78000,rialto,0.6214487179487179,0.5793874643874644,0.5793874643874644,0.6098495830071989,26.954037330579013,924,862.5390625,34.3603515625
soft_reset_abc_rl1_adwin,00:33:57,80000,rialto,0.624825,0.5831388888888889,0.5831388888888889,0.6133355429668601,26.57665501581505,943,862.5390625,34.3603515625
soft_reset_abc_rl1_adwin,00:34:49,82000,rialto,0.6305609756097561,0.5895121951219512,0.5895121951219512,0.6194908243331717,25.897727278526872,973,862.796875,34.3603515625
soft_reset_abc_rl1_adwin,00:34:57,82250,rialto,0.6296899696048632,0.5885444106720703,0.5885444106720703,0.6186307119873857,26.573952571023256,988,862.796875,34.3603515625
