Run_ID,Time,Instancia,Dataset,Accuracy,Kappa,KappaM,GMean,Latencia_ms,Drifts,RAM_MB,VRAM_MB
abc_adwin_dir,11:28:08,2000,covtype,0.7415,0.6281692369378263,0.5592497868712704,0.6991142473228233,26.517827346455306,10,1372.85546875,251.642578125
abc_adwin_dir,11:29:03,4000,covtype,0.7725,0.7250687592458848,0.7038724373576309,0.7538360467210234,27.419116457458586,23,1373.48828125,253.0439453125
abc_adwin_dir,11:30:02,6000,covtype,0.7656666666666667,0.7177774418197829,0.6850358422939069,0.7423667835404186,29.417770554311574,48,1373.74609375,261.3544921875
abc_adwin_dir,11:31:01,8000,covtype,0.7585,0.714682893461769,0.6971786833855799,0.745021538915142,29.795418029651046,62,1374.00390625,261.408203125
abc_adwin_dir,11:31:59,10000,covtype,0.7605,0.7202383251744354,0.7142004773269689,0.7502562064972327,28.68505449872464,69,1374.00390625,261.408203125
abc_adwin_dir,11:32:56,12000,covtype,0.7600833333333333,0.7199228125820064,0.7148375594294771,0.7580381086934578,28.747201891150326,116,1374.00390625,262.43359375
abc_adwin_dir,11:33:58,14000,covtype,0.7517142857142857,0.710206626355589,0.7064189189189188,0.745629436140958,30.844765084795654,130,1374.26171875,262.43359375
abc_adwin_dir,11:34:52,16000,covtype,0.761,0.7205982645820452,0.7082252403479322,0.7601980789241239,27.17369667161256,135,1374.26171875,262.43359375
abc_adwin_dir,11:35:39,18000,covtype,0.7794444444444445,0.7385258934375561,0.7065779748706579,0.7751859586171859,23.538601832464337,171,1374.26171875,262.43359375
abc_adwin_dir,11:36:25,20000,covtype,0.7965,0.7536782733222191,0.7088281585348404,0.7852043289378889,22.711145541630685,219,1374.26171875,262.43359375
abc_adwin_dir,11:37:09,22000,covtype,0.8113636363636364,0.7656649021755686,0.7103371257067076,0.791774471347328,21.968561015557498,260,1374.51953125,262.43359375
abc_adwin_dir,11:37:53,24000,covtype,0.8234166666666667,0.7746153929744778,0.7117398993334241,0.796161666392086,22.04697850253433,311,1374.51953125,262.18603515625
abc_adwin_dir,11:38:37,26000,covtype,0.8336153846153846,0.7817831326797201,0.713091922005571,0.7995402688717036,22.008364345878363,337,1374.51953125,262.43359375
abc_adwin_dir,11:39:22,28000,covtype,0.8415714285714285,0.7865376972694286,0.7127687127687126,0.8016540170705335,22.60161371761933,399,1374.51953125,262.43359375
abc_adwin_dir,11:40:07,30000,covtype,0.8488,0.7907765033034189,0.7130566801619433,0.8032285600036586,22.606293693650514,447,1374.77734375,262.43359375
abc_adwin_dir,11:40:53,32000,covtype,0.85446875,0.7938409257193185,0.7131152590402267,0.8047722778524539,22.77419582149014,482,1374.77734375,262.43359375
abc_adwin_dir,11:41:40,34000,covtype,0.859,0.7961666851396705,0.7135173897454284,0.806077495505132,23.372014513239264,516,1374.77734375,262.43359375
abc_adwin_dir,11:42:25,36000,covtype,0.8636388888888888,0.7993520382420092,0.7160293862439983,0.8074803012987337,22.559349023271352,536,1374.77734375,262.43359375
abc_adwin_dir,11:43:08,38000,covtype,0.8692368421052632,0.8043898900396801,0.7215466517231719,0.8095168860291484,21.77482963493094,540,1375.03515625,262.43359375
abc_adwin_dir,11:43:53,40000,covtype,0.874875,0.8096837881309961,0.7274262062956104,0.8115722019121471,22.482481258455664,561,1375.03515625,262.43359375
abc_adwin_dir,11:44:37,42000,covtype,0.8796428571428572,0.8142504407422515,0.7328365308387507,0.8133178961023261,21.735835323110223,586,1375.03515625,262.43359375
abc_adwin_dir,11:45:20,44000,covtype,0.8835454545454545,0.8183481890722185,0.7385714285714285,0.8149039352619746,21.707967767026275,626,1375.03515625,262.43359375
abc_adwin_dir,11:46:06,46000,covtype,0.8868260869565218,0.8215509668400154,0.7428881864875544,0.8161015976837818,22.832051382865757,705,1375.29296875,262.43359375
abc_adwin_dir,11:46:49,48000,covtype,0.890875,0.825613101516559,0.7478093403948002,0.8173249895004319,21.822345891036093,727,1375.29296875,262.43359375
abc_adwin_dir,11:47:32,50000,covtype,0.89468,0.8291766636136823,0.751685764134484,0.8182884278475167,21.250767120625824,753,1375.29296875,262.43359375
abc_adwin_dir,11:48:15,52000,covtype,0.897576923076923,0.8315500466288243,0.7541089566020314,0.8188743542537074,21.578535257373005,768,1375.29296875,262.43359375
abc_adwin_dir,11:48:55,54000,covtype,0.9005925925925926,0.8344882013033026,0.7576961271102284,0.8196115638130042,19.994787809439003,784,1375.55078125,262.43359375
abc_adwin_dir,11:49:22,56000,covtype,0.9028571428571428,0.8367565285842187,0.7609526739025354,0.8201753146767397,13.57086706534028,807,1375.55078125,262.43359375
abc_adwin_dir,11:49:48,58000,covtype,0.9036551724137931,0.8371170654140788,0.7620507579628684,0.8202819326323648,12.643305403646082,838,1375.55078125,262.43359375
abc_adwin_dir,11:50:12,60000,covtype,0.9049666666666667,0.8387911667143682,0.7654945506888753,0.8207855402676192,12.448220080230385,843,1375.55078125,262.43359375
abc_adwin_dir,11:50:37,62000,covtype,0.906,0.8394986803270973,0.7668333666733348,0.8209597915914596,12.310073588974774,859,1375.55078125,262.43359375
abc_adwin_dir,11:51:03,64000,covtype,0.906359375,0.8390575246374149,0.7664367278537744,0.8208581277999094,13.089550169650465,877,1375.80859375,262.43359375
abc_adwin_dir,11:51:27,66000,covtype,0.9075606060606061,0.8402647994888794,0.7686473778013727,0.8211394972762526,11.782901922240853,882,1375.80859375,262.43359375
abc_adwin_dir,11:51:50,68000,covtype,0.9088676470588235,0.8412033311275058,0.7697138610182088,0.8213395105332474,11.643250843510032,897,1375.80859375,262.43359375
abc_adwin_dir,11:52:12,70000,covtype,0.9106428571428572,0.8426340813101556,0.7709965585414075,0.8216041293492298,10.927752366289496,915,1375.80859375,262.43359375
abc_adwin_dir,11:52:35,72000,covtype,0.91175,0.8436530478226083,0.7725515463917525,0.8216262298496063,11.697695282753557,973,1376.06640625,262.40673828125
abc_adwin_dir,11:53:00,74000,covtype,0.9126081081081081,0.8444023057766742,0.7735564970762282,0.8220310097437981,12.101058229804039,1015,1376.06640625,262.43359375
abc_adwin_dir,11:53:24,76000,covtype,0.9133157894736842,0.8445405525144415,0.7733824085858759,0.8216206938014454,12.37865283479914,1054,1376.06640625,262.43359375
abc_adwin_dir,11:53:49,78000,covtype,0.9142051282051282,0.844612070546363,0.7726902173913044,0.8216056603678806,12.144344616681337,1102,1376.06640625,262.43359375
abc_adwin_dir,11:54:13,80000,covtype,0.9150875,0.8448478498686768,0.7723906852069025,0.8216521874568502,11.978066828567535,1137,1376.06640625,262.43359375
abc_adwin_dir,11:54:36,82000,covtype,0.9161951219512195,0.8456451384516027,0.7730665081566608,0.8218175232030555,11.702955453190953,1203,1376.32421875,262.43359375
abc_adwin_dir,11:54:59,84000,covtype,0.9172738095238095,0.8462980695891107,0.7733381172940179,0.8219631496477497,11.33729265909642,1232,1376.32421875,262.43359375
abc_adwin_dir,11:55:23,86000,covtype,0.9176279069767442,0.8457888498520211,0.7721600411681463,0.8218384380629702,11.897452268283814,1267,1376.32421875,262.43359375
abc_adwin_dir,11:55:46,88000,covtype,0.9181363636363636,0.8456734095663467,0.7716350725924047,0.8218134534974882,11.890642222482711,1313,1376.32421875,254.05322265625
abc_adwin_dir,11:56:09,90000,covtype,0.9190222222222222,0.8460255430628532,0.7715217255000312,0.8218523865006494,11.113256321288645,1333,1376.32421875,262.43359375
abc_adwin_dir,11:56:33,92000,covtype,0.9195543478260869,0.8455743633590097,0.7700981610337971,0.8216950253531387,11.979925979394466,1383,1376.32421875,262.43359375
abc_adwin_dir,11:56:54,94000,covtype,0.9205425531914894,0.8457077579037101,0.7691689588033501,0.8216613735986765,10.91750879958272,1387,1376.58203125,262.43359375
abc_adwin_dir,11:57:18,96000,covtype,0.9213020833333333,0.8454981952277101,0.7678384856493147,0.8215595638925687,11.531646424904466,1437,1376.58203125,262.43359375
abc_adwin_dir,11:57:41,98000,covtype,0.9218367346938775,0.8452385689681263,0.7668188736681886,0.8214762012416547,11.86007854854688,1504,1376.58203125,262.43359375
