Run_ID,Time,Instancia,Dataset,Accuracy,Kappa,Kappa_M,GMean,Latencia_ms,Drifts,RAM_MB,T_Pred,T_Learn
96b568b0,20:12:23,2000,electricity,0.912,0.816837618222992,0.7777777777777779,0.9101532775094027,11.573501197941368,85,240.15625,0.0010379989980719984,0.012866538992966525
96b568b0,20:12:48,4000,electricity,0.922,0.8376731486414493,0.8042659974905898,0.9197488838974618,12.216616506237187,138,314.890625,0.0011277089943177998,0.01168018400494475
96b568b0,20:13:14,6000,electricity,0.9211666666666667,0.8348041084066897,0.8000845308537616,0.9167901554294253,13.166334478381032,197,358.51171875,0.0015681430086260661,0.011077847011620179
96b568b0,20:13:41,8000,electricity,0.91775,0.8305151104279055,0.8013285024154588,0.9152231191113176,13.637167947919806,223,433.4296875,0.001297025999519974,0.021119815995916724
96b568b0,20:14:08,10000,electricity,0.9188,0.8348460580174407,0.8126009693053311,0.9178744154880497,13.568122171367577,268,469.4453125,0.0018991510005434975,0.01186787300684955
96b568b0,20:14:35,12000,electricity,0.9185,0.8345442459504859,0.814174425232757,0.9173305809686084,13.492790750678978,337,469.453125,0.0011068239982705563,0.016967570001725107
96b568b0,20:15:02,14000,electricity,0.9202857142857143,0.8388481562636536,0.8217821782178217,0.9195801395151293,13.0160316019319,373,469.453125,0.0008403199899476022,0.00929375400301069
96b568b0,20:15:28,16000,electricity,0.9205,0.8389756904403858,0.8210718807145871,0.9193654510583054,13.312444565046462,448,469.453125,0.0008397769997827709,0.012858763002441265
96b568b0,20:15:56,18000,electricity,0.9195555555555556,0.8366123839563341,0.816313586198148,0.9183019506239488,14.065544726756343,487,470.99609375,0.0017669049993855879,0.014931659010471776
96b568b0,20:16:25,20000,electricity,0.91965,0.836555595192208,0.8162588611936885,0.9177094211387886,14.371538024344773,515,496.578125,0.0017725099896779284,0.017457602007198147
96b568b0,20:16:56,22000,electricity,0.9173636363636364,0.8311477159431411,0.8079036348267118,0.9146761869987379,15.32697803281917,545,512.11328125,0.0014157789992168546,0.01639354700455442
96b568b0,20:17:28,24000,electricity,0.9143333333333333,0.8246470024115088,0.8001360940993487,0.910996321137465,15.849366186390398,641,531.39453125,0.0015904259926173836,0.03426499599299859
96b568b0,20:17:59,26000,electricity,0.9128461538461539,0.821409127934794,0.7959661444264362,0.909265908970801,15.461961823464662,662,531.39453125,0.0011117919930256903,0.011797716986620799
96b568b0,20:18:29,28000,electricity,0.9128214285714286,0.8211480615519883,0.7953211470736207,0.9089149818599721,15.207289091209532,718,531.39453125,0.0012168670073151588,0.01703614799771458
96b568b0,20:19:00,30000,electricity,0.9119,0.8189006178026472,0.7919389120680155,0.9075708566664491,15.66334963679401,749,531.39453125,0.0012514510017354041,0.014672507997602224
96b568b0,20:19:32,32000,electricity,0.91034375,0.8154968216329108,0.7874972224279684,0.9057947107699149,15.581409431928478,831,536.20703125,0.0011838310019811615,0.013709079998079687
96b568b0,20:20:02,34000,electricity,0.9101176470588235,0.8150643256446399,0.7869046788926852,0.9057022553813661,15.199023026783834,882,536.20703125,0.0014307660021586344,0.01134888299566228
96b568b0,20:20:34,36000,electricity,0.9091111111111111,0.8125847435427653,0.782851075126095,0.9044267769027569,15.699541993621096,923,536.20703125,0.0015305279957829043,0.016701642991392873
96b568b0,20:21:04,38000,electricity,0.9079473684210526,0.8096695257914889,0.7780175149130599,0.9029326916439027,15.107871844251349,974,536.20703125,0.001018713999656029,0.01113707599870395
96b568b0,20:21:34,40000,electricity,0.9084,0.8113417974822162,0.7816448152562574,0.9040786353266382,14.941550131727126,1024,536.20703125,0.001236568990861997,0.014092500001424924
96b568b0,20:22:03,42000,electricity,0.9087142857142857,0.8126289550428248,0.7848122579558848,0.9049215872981626,14.271746176214947,1061,536.20703125,0.0013220090040704235,0.01661601400701329
96b568b0,20:22:32,44000,electricity,0.9083863636363636,0.8118566368194037,0.7838489999463778,0.9043894628589147,14.53563354841026,1131,536.20703125,0.00122470899077598,0.014365633003762923
96b568b0,20:22:52,45312,electricity,0.9088762358757062,0.8130299607685726,0.7853615428601133,0.9052019713143012,14.89818139799172,1148,536.20703125,0.0013558490027207881,0.017435978006687947
